p_PartNumber,cp_pdpURL,p_MRLastParam,p_ModelRef,LeadSku,FinalarrComponent,SortedPrimarySku,FinalarrPriceSku,p_ConfigSKUS
49N24AV_1,victus-by-hp-15l-gaming-desktop-tg02-0346st-49n24av-1,49N24AV_1,US_005FStore/Store/Desktops/49N24AV,534U5AV,%7B%22item%22%3A%2249N24AV.Memory.Memory_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.Processor.Processor_2%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.Networking.Networking_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.Warranty_M.Warranty_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.HDD_1.HDD_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.Base.Base_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.TechAV_1_M.TechAV_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.KeyboardMouse.KeyboardMouse_2%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.ChassisPSU.ChassisPSU_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.BaseUnit_M.BaseUnit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.DIB_1_M.DIB_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.Color.Color_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.CycleAV_M.CycleAV_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.OperatingSystem.OperatingSystem_Core%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.OfficeSoftware.OfficeSoftware_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.CountryKit_M.CountryKit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.TechAV_2_M.TechAV_2_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.McAfeeSecuritySW.McAfeeSecuritySW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.GraphicsCard.GraphicsCard_2%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.OpSysSW_M.OpSysSW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2249N24AV.HDD_2.HDD_2_1%22%2C%22quantity%22%3A%221%22%7D,490R5AV%2C534U5AV%2C490T1AV%2C490S6AV%2523ABA%2C490S1AV%2C49N24AV%2CV6G43AV%2C3T121AV%2523ABA%2C589F8AV%2C491A9AV%2C2SH95AV%2C6Y8H0AV%2C3E5A9AV%2C4H1A3AV%2C2HD90AV%2C4A180AV%2523ABA%2C63T08AV%2CX0J61AV%2C4G1Q6AV%2C4VT91AV%2523ABA%2C5DE42AV,%7B%22sku%22%3A%22490R5AV%22%2C%22price%22%3A%2280.00%22%7D%2C%7B%22sku%22%3A%22534U5AV%22%2C%22price%22%3A%22210.00%22%7D%2C%7B%22sku%22%3A%22490T1AV%22%2C%22price%22%3A%2210.00%22%7D%2C%7B%22sku%22%3A%22490S6AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22490S1AV%22%2C%22price%22%3A%2260.00%22%7D%2C%7B%22sku%22%3A%2249N24AV%22%2C%22price%22%3A%22107.99%22%7D%2C%7B%22sku%22%3A%22V6G43AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%223T121AV%23ABA%22%2C%22price%22%3A%2215.00%22%7D%2C%7B%22sku%22%3A%22589F8AV%22%2C%22price%22%3A%2254.00%22%7D%2C%7B%22sku%22%3A%22491A9AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%222SH95AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%226Y8H0AV%22%2C%22price%22%3A%2210.00%22%7D%2C%7B%22sku%22%3A%223E5A9AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224H1A3AV%22%2C%22price%22%3A%2280.00%22%7D%2C%7B%22sku%22%3A%222HD90AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%224A180AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%2263T08AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22X0J61AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%224G1Q6AV%22%2C%22price%22%3A%22320.00%22%7D%2C%7B%22sku%22%3A%224VT91AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%225DE42AV%22%2C%22price%22%3A%221.00%22%7D,6Y8H0AV%2C4H1A3AV%2C534U5AV%2C490R5AV%2C490S1AV%2C5DE42AV%2C4G1Q6AV%2C2SH95AV%2CV6G43AV%2C589F8AV%2C490T1AV%2C2HD90AV%2CX0J61AV%2C3T121AV%23ABA%2C49N24AV%2C491A9AV%2C4A180AV%23ABA%2C3E5A9AV%2C4VT91AV%23ABA%2C63T08AV%2C490S6AV%23ABA%2C%2C
4E980AV_1,omen-45l-gaming-desktop-gt22-0238m-4e980av-1,4E980AV_1,US_005FStore/Store/Desktops/4E980AV,4VT91AV#ABA,%7B%22item%22%3A%224E980AV.HDD_2.HDD_2_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.OpSysSW_M.OpSysSW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.Networking.Networking_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.HDD_1.HDD_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.Base.Base_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.Memory.Memory_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.TechAV_2_M.TechAV_2_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.Warranty_M.Warranty_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.CycleAV_M.CycleAV_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.BaseUnit_M.BaseUnit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.Processor.Processor_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.TechAV_1_M.TechAV_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.GraphicsCard.GraphicsCard_2%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.OperatingSystem.OperatingSystem_Adv%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.TechAV_3_M.TechAV_3_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.OfficeSoftware.OfficeSoftware_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.CountryKit_M.CountryKit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.TechAV_4_M.TechAV_4_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.ChassisPSU.ChassisPSU_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.McAfeeSecuritySW.McAfeeSecuritySW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%224E980AV.KeyboardMouse.KeyboardMouse_1%22%2C%22quantity%22%3A%221%22%7D,5DE42AV%2C4VT91AV%2523ABA%2C4E9F1AV%2C4E9E6AV%2C4E980AV%2C4E9C3AV%2CV6G43AV%2C4E9F4AV%2523ABA%2C347V4AV%2C4E979AV%2C4R7T4AV%2C2SH95AV%2C4E990AV%2C4H1B7AV%2C3TA57AV%2C2HD90AV%2C4E9F5AV%2523ABA%2C63T08AV%2C4R6J4AV%2CX0J61AV%2C4E9B0AV,%7B%22sku%22%3A%225DE42AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%224VT91AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224E9F1AV%22%2C%22price%22%3A%2210.00%22%7D%2C%7B%22sku%22%3A%224E9E6AV%22%2C%22price%22%3A%22130.00%22%7D%2C%7B%22sku%22%3A%224E980AV%22%2C%22price%22%3A%22116.99%22%7D%2C%7B%22sku%22%3A%224E9C3AV%22%2C%22price%22%3A%22180.00%22%7D%2C%7B%22sku%22%3A%22V6G43AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224E9F4AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22347V4AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224E979AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224R7T4AV%22%2C%22price%22%3A%22480.00%22%7D%2C%7B%22sku%22%3A%222SH95AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224E990AV%22%2C%22price%22%3A%22440.00%22%7D%2C%7B%22sku%22%3A%224H1B7AV%22%2C%22price%22%3A%2280.00%22%7D%2C%7B%22sku%22%3A%223TA57AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%222HD90AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%224E9F5AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%2263T08AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224R6J4AV%22%2C%22price%22%3A%22450.00%22%7D%2C%7B%22sku%22%3A%22X0J61AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%224E9B0AV%22%2C%22price%22%3A%2210.00%22%7D,4H1B7AV%2C4R7T4AV%2C4E9C3AV%2C4E9E6AV%2C5DE42AV%2C4E990AV%2C4R6J4AV%2C4E9F1AV%2C2HD90AV%2CX0J61AV%2C4E9B0AV%2C4E980AV%2C4E979AV%2C4E9F5AV%23ABA%2C347V4AV%2C4VT91AV%23ABA%2C2SH95AV%2CV6G43AV%2C3TA57AV%2C63T08AV%2C4E9F4AV%23ABA%2C%2C
3K1G6AV_1,omen-45l-gaming-desktop-gt22-0450t-3k1g6av-1,3K1G6AV_1,US_005FStore/Store/Desktops/3K1G6AV,4R6S5AV,%7B%22item%22%3A%223K1G6AV.TechAV_3_M.TechAV_3_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.ChassisPSU.ChassisPSU_2%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.TechAV_1_M.TechAV_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.HDD_2.HDD_2_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.Base.Base_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.TechAV_2_M.TechAV_2_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.Memory.Memory_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.HDD_1.HDD_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.KeyboardMouse.KeyboardMouse_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.CycleAV_M.CycleAV_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.OfficeSoftware.OfficeSoftware_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.Processor.Processor_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.TechAV_4_M.TechAV_4_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.CountryKit_M.CountryKit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.McAfeeSecuritySW.McAfeeSecuritySW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.BaseUnit_M.BaseUnit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.OpSysSW_M.OpSysSW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.Networking.Networking_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.GraphicsCard.GraphicsCard_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.Warranty_M.Warranty_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223K1G6AV.OperatingSystem.OperatingSystem_Adv%22%2C%22quantity%22%3A%221%22%7D,3TA57AV%2C4R6S5AV%2C2SH95AV%2C5DE42AV%2C3K1G6AV%2CV6G43AV%2C393G8AV%2C393J9AV%2C393F4AV%2C347V4AV%2C2HD90AV%2C4R6S0AV%2C63T08AV%2C393C8AV%2523ABA%2CX0J61AV%2C393C4AV%2C4VT91AV%2523ABA%2C393K7AV%2C393D0AV%2C393K3AV%2523ABA%2C4H1B7AV,%7B%22sku%22%3A%223TA57AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224R6S5AV%22%2C%22price%22%3A%22400.00%22%7D%2C%7B%22sku%22%3A%222SH95AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%225DE42AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%223K1G6AV%22%2C%22price%22%3A%22246.99%22%7D%2C%7B%22sku%22%3A%22V6G43AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22393G8AV%22%2C%22price%22%3A%22180.00%22%7D%2C%7B%22sku%22%3A%22393J9AV%22%2C%22price%22%3A%22130.00%22%7D%2C%7B%22sku%22%3A%22393F4AV%22%2C%22price%22%3A%2210.00%22%7D%2C%7B%22sku%22%3A%22347V4AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%222HD90AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%224R6S0AV%22%2C%22price%22%3A%22500.00%22%7D%2C%7B%22sku%22%3A%2263T08AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22393C8AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22X0J61AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%22393C4AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224VT91AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22393K7AV%22%2C%22price%22%3A%2210.00%22%7D%2C%7B%22sku%22%3A%22393D0AV%22%2C%22price%22%3A%22440.00%22%7D%2C%7B%22sku%22%3A%22393K3AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224H1B7AV%22%2C%22price%22%3A%2280.00%22%7D,4H1B7AV%2C4R6S0AV%2C393G8AV%2C393J9AV%2C5DE42AV%2C393D0AV%2C4R6S5AV%2C393K7AV%2C2HD90AV%2CX0J61AV%2C393F4AV%2C3K1G6AV%2C393C4AV%2C393C8AV%23ABA%2C347V4AV%2C4VT91AV%23ABA%2C2SH95AV%2CV6G43AV%2C3TA57AV%2C63T08AV%2C393K3AV%23ABA%2C%2C
43Q27AV_1,hp-pavilion-all-in-one-32-b0390t-43q27av-1,43Q27AV_1,US_005FStore/Store/Desktops/43Q27AV,536Q7AV,%7B%22item%22%3A%2243Q27AV.PreSetColor.PreSetColor_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.Processor.Processor_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.Networking.Networking_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.GraphicsCard.GraphicsCard_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.Memory.Memory_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.Display.Display_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.BaseUnit_M.BaseUnit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.Base.Base_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.OperatingSystem.OperatingSystem_Core%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.OfficeSoftware.OfficeSoftware_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.PowerSupply.PowerSupply_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.HDD_1.HDD_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.McAfeeSecuritySW.McAfeeSecuritySW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.CountryKit_M.CountryKit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.KeyboardMouse.KeyboardMouse_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%2243Q27AV.DIB_1_M.DIB_1_1%22%2C%22quantity%22%3A%221%22%7D,4J3F0AV%2C536Q7AV%2C3N9V0AV%2C3N9S1AV%2C3N9T2AV%2C3N9S0AV%2C3N9R1AV%2C43Q27AV%2C4H1A3AV%2C2HD90AV%2C3N9S6AV%2C3N9T9AV%2CX0J61AV%2C3N9V5AV%2523ABA%2C3G5H3AV%2523ABA%2C42D09AV,%7B%22sku%22%3A%224J3F0AV%22%2C%22price%22%3A%2250.00%22%7D%2C%7B%22sku%22%3A%22536Q7AV%22%2C%22price%22%3A%22130.00%22%7D%2C%7B%22sku%22%3A%223N9V0AV%22%2C%22price%22%3A%2210.00%22%7D%2C%7B%22sku%22%3A%223N9S1AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%223N9T2AV%22%2C%22price%22%3A%2280.00%22%7D%2C%7B%22sku%22%3A%223N9S0AV%22%2C%22price%22%3A%22240.00%22%7D%2C%7B%22sku%22%3A%223N9R1AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%2243Q27AV%22%2C%22price%22%3A%22371.99%22%7D%2C%7B%22sku%22%3A%224H1A3AV%22%2C%22price%22%3A%2280.00%22%7D%2C%7B%22sku%22%3A%222HD90AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%223N9S6AV%22%2C%22price%22%3A%2240.00%22%7D%2C%7B%22sku%22%3A%223N9T9AV%22%2C%22price%22%3A%2260.00%22%7D%2C%7B%22sku%22%3A%22X0J61AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%223N9V5AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%223G5H3AV%23ABA%22%2C%22price%22%3A%2235.00%22%7D%2C%7B%22sku%22%3A%2242D09AV%22%2C%22price%22%3A%220.00%22%7D,4H1A3AV%2C536Q7AV%2C4J3F0AV%2C3N9S0AV%2C3N9T2AV%2C3N9T9AV%2C3N9S1AV%2C3N9S6AV%2C3N9V0AV%2C2HD90AV%2CX0J61AV%2C3G5H3AV%23ABA%2C43Q27AV%2C3N9R1AV%2C3N9V5AV%23ABA%2C42D09AV%2C%2C
3Y3R0AV_1,hp-envy-desktop-te02-0250xt-pc-3y3r0av-1,3Y3R0AV_1,US_005FStore/Store/Desktops/3Y3R0AV,4VT91AV#ABA,%7B%22item%22%3A%223Y3R0AV.CycleAV_M.CycleAV_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.OpSysSW_M.OpSysSW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.TechAV_2_M.TechAV_2_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.CreatorSoftware.CreatorSoftware_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.GraphicsCard.GraphicsCard_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.HDD_1.HDD_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.RTX.RTX_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.Base.Base_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.HDD_2.HDD_2_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.CountryKit_M.CountryKit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.Memory.Memory_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.TechAV_1_M.TechAV_1_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.Networking.Networking_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.ChassisPSU.ChassisPSU_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.OperatingSystem.OperatingSystem_Core%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.Warranty_M.Warranty_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.TechAV_3_M.TechAV_3_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.OfficeSoftware.OfficeSoftware_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.Processor.Processor_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.BaseUnit_M.BaseUnit_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.McAfeeSecuritySW.McAfeeSecuritySW_1%22%2C%22quantity%22%3A%221%22%7D%2C%7B%22item%22%3A%223Y3R0AV.KeyboardMouse.KeyboardMouse_1%22%2C%22quantity%22%3A%221%22%7D,347V4AV%2C4VT91AV%2523ABA%2CV6G43AV%2C49J56AV%2C6J705AV%2C3Y3V3AV%2C607P3AV%2C3Y3R0AV%2C5DE42AV%2C3Y3X0AV%2523ABA%2C3Y3U3AV%2C2SH95AV%2C3Y3W5AV%2C3Y3S8AV%2C4H1A3AV%2C3Y3W8AV%2523ABA%2C3TA57AV%2C2HD90AV%2C516B8AV%2C3Y3Q9AV%2CX0J61AV%2C3G0Q7AV%2523ABA,%7B%22sku%22%3A%22347V4AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%224VT91AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22V6G43AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%2249J56AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%226J705AV%22%2C%22price%22%3A%22380.00%22%7D%2C%7B%22sku%22%3A%223Y3V3AV%22%2C%22price%22%3A%2260.00%22%7D%2C%7B%22sku%22%3A%22607P3AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%223Y3R0AV%22%2C%22price%22%3A%22289.99%22%7D%2C%7B%22sku%22%3A%225DE42AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%223Y3X0AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%223Y3U3AV%22%2C%22price%22%3A%2280.00%22%7D%2C%7B%22sku%22%3A%222SH95AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%223Y3W5AV%22%2C%22price%22%3A%2210.00%22%7D%2C%7B%22sku%22%3A%223Y3S8AV%22%2C%22price%22%3A%22160.00%22%7D%2C%7B%22sku%22%3A%224H1A3AV%22%2C%22price%22%3A%2280.00%22%7D%2C%7B%22sku%22%3A%223Y3W8AV%23ABA%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%223TA57AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%222HD90AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%22516B8AV%22%2C%22price%22%3A%22220.00%22%7D%2C%7B%22sku%22%3A%223Y3Q9AV%22%2C%22price%22%3A%220.00%22%7D%2C%7B%22sku%22%3A%22X0J61AV%22%2C%22price%22%3A%221.00%22%7D%2C%7B%22sku%22%3A%223G0Q7AV%23ABA%22%2C%22price%22%3A%2215.00%22%7D,4H1A3AV%2C516B8AV%2C3Y3U3AV%2C3Y3V3AV%2C5DE42AV%2C6J705AV%2C3Y3S8AV%2C3Y3W5AV%2C2HD90AV%2C49J56AV%2CX0J61AV%2C3G0Q7AV%23ABA%2C3Y3R0AV%2C3Y3Q9AV%2C3Y3X0AV%23ABA%2C347V4AV%2C4VT91AV%23ABA%2C607P3AV%2C2SH95AV%2CV6G43AV%2C3TA57AV%2C3Y3W8AV%23ABA%2C%2C
